"file","identical","sha256"
"图1_径向温度与含水率.png","True","80754FE929B27AC081C05FE709BF88238A642EB8FB636690C8947B344E231B91"
"图2_环境观测与平台延拓.png","True","98D0A0924E31CE857861FE0CDEE02D22134B9A24E99C98D084CB856801A5112D"
"图3_中心与表面热湿响应.png","True","4BBA35B237EA718148E0F31EA0C30160C8EF8BCD9525130908CF53083075A5A3"
"图4_全域达标与临界放大.png","True","04A96AA51B55E2F14E68BD90A5797F516830394B28C1C667F8B29FF8515434F5"
"图5_收缩半径与域内含水率.png","True","42E97F43F9D079BC90CC4A3326C00A0689898CFCE5C8B2FF06D0815C353DD518"
"图6_经验边界阻力情景.png","True","31AB305B18917D4768A493589754EBBE30A12821952DEAD10E029197A54D2931"
