time_s,delta_time_s,centre_C,centre_C_minus_threshold
206820.0,-80.28702201758279,0.15002339530498127,2.3395304981271847e-05
206880.0,-20.287022017582785,0.15000590991697363,5.909916973634299e-06
206900.28702201758,0.0,0.15,0.0
206902.0,1.7129779824172147,0.14999950103529133,-4.98964708661731e-07
