r_cm,T_100s,T_300s,T_600s,T_900s,T_1200s,T_1500s,T_1800s
0.8166666666666665,28.00170366742185,28.108646124290146,28.68131341818082,29.687440655304727,30.992640506659995,32.507699709101985,34.10071798915686
0.8333333333333334,28.001846775259594,28.111949298764102,28.691217912969705,29.70280254448801,31.01148254895429,32.52896752686513,34.12243818201131
0.8499999999999999,28.002001122602792,28.1153609633443,28.701363484596186,29.718505256406047,31.03072848590142,32.55067677025204,34.14460270779472
0.8666666666666666,28.002167514460268,28.118883753447108,28.711752698210603,29.734550641396083,31.050379851650746,32.57282822266467,34.167212215656036
0.8833333333333334,28.002346794297694,28.12252026170694,28.722387938378915,29.750940247908034,31.070437820950644,32.59542224912042,34.190266955298966
0.8999999999999999,28.002539863083257,28.126273193977624,28.733271750307495,29.76767580260156,31.09090377805768,32.61845941644157,34.21376740257
0.9166666666666666,28.002747684055578,28.130145376867688,28.744406845753247,29.7847592135941,31.111779319609298,32.641940493332015,34.23771426080424
0.9333333333333332,28.002971264301948,28.13413959006391,28.75579574845949,29.8021920797936,31.133065677783122,32.665865824740024,34.26210783322239
0.95,28.00321167781732,28.13825873392608,28.767441146009105,29.819976178239926,31.154764295020414,32.69023595428331,34.28694865040012
0.9666666666666667,28.003470070972128,28.142505837755664,28.779345896016707,29.838113467452217,31.17687682704087,32.71505162409761,34.31223747163193
0.9833333333333333,28.00374763977061,28.146883880073574,28.791512660095975,29.85660558922541,31.19940455989473,32.740313146741755,34.337974654944105
1.0,28.004045657650693,28.151395968662428,28.80394426692476,29.875454363439587,31.222348990762043,32.76602102975073,34.364160786648085
1.0166666666666666,28.004365481726325,28.156045349640237,28.816643718701698,29.89466179150253,31.245711831115102,32.79217597521523,34.39079668269875
1.0333333333333332,28.004708524879163,28.160835214849328,28.829613813030505,29.914229550442144,31.269494417448072,32.818778249374134,34.41788275606058
1.0499999999999998,28.005076289136753,28.165768895251347,28.84285751777975,29.93415949538121,31.29369829839908,32.84582830914144,34.445419648555
1.0666666666666667,28.005470372764137,28.17084987087918,28.856377977778152,29.95445366306768,31.31832523806679,32.87332680137257,34.47340823218684
1.0833333333333335,28.005892436215845,28.17608156442003,28.87017812401689,29.97511375813218,31.343376620217782,32.90127393035817,34.50184897360441
1.0999999999999999,28.006344242045316,28.18146754892763,28.88426106087104,29.996141663390688,31.368854041964653,32.92967008611214,34.53074256845173
1.1166666666666667,28.006827662922376,28.187011558724407,28.898630073014658,30.01753944345961,31.394759317244223,32.95851584328244,34.56008994263618
1.1333333333333333,28.007344640329222,28.192717268170497,28.913288221347443,30.039308823075146,31.421093874314863,32.98781132683496,34.58989161363428
1.15,28.007897232081746,28.198588514726055,28.92823874314155,30.061451705360128,31.4478593562103,33.017556841829105,34.62014832755801
1.1666666666666665,28.00848762134865,28.20462931086945,28.943485059153147,30.08397017551664,31.475057624388228,33.04775287193303,34.65086106033573
1.1833333333333333,28.009118066819212,28.210843606938226,28.959030355699156,30.106865971139825,31.502690149337923,33.078399443670094,34.682030375637794
1.2,28.009790959052623,28.21723553064811,28.974877998282125,30.130141008548947,31.530758618017614,33.10949675734071,34.71365706485523
1.2166666666666666,28.01050883057178,28.223809400088726,28.99103153887296,30.15379738655463,31.55926493768203,33.141045185106805,34.745742148172326
1.2333333333333334,28.011274296059014,28.230569469390844,29.007494283591143,30.177836848726372,31.588210619425126,33.173044634267114,34.77828622891201
1.25,28.01209011889597,28.237520185898802,29.024269720340442,30.202261317858643,31.617597392800008,33.20549517891061,34.81129013661564
1.2666666666666666,28.01295922239666,28.244666204294106,29.041361526244202,30.22707289980923,31.647427209828606,33.23839705754051,34.84475492798646
1.2833333333333334,28.013884618404575,28.252012113693524,29.058773120408887,30.252273337705844,31.677701621311144,33.27175003594613,34.878681237495925
1.3,28.014869485536963,28.259562713776518,29.076508106087886,30.277864554590508,31.70842239881273,33.305554039095,34.91306992373467
1.3166666666666667,28.015917181610405,28.267323030064347,29.0945702782505,30.303848657321794,31.739591538861077,33.33980914827475,34.947922070208904
1.3333333333333333,28.01703115881662,28.275298020897537,29.11296316094746,30.33022738273496,31.771210631847737,33.374514964237676,34.98323833210253
1.35,28.01821505534167,28.28349287392325,29.131690464496273,30.357002648473895,31.803281491560597,33.40967123875407,35.01901958603827
1.3666666666666665,28.019472709025592,28.29191302254651,29.150756093170344,30.38417655695531,31.835806159570723,33.445277871259236,35.05526693072079
1.3833333333333333,28.02080805708073,28.30056383105034,29.170163666726353,30.411750833512258,31.868786266544987,33.48133427306277,35.09198102980423
1.4000000000000001,28.0222252429258,28.30945091297599,29.18991699307793,30.43972738540225,31.902223669499165,33.51783999789507,35.12916276517228
1.4166666666666665,28.02372863109815,28.318580148737567,29.210020076096725,30.468108305825524,31.93612045636985,33.554794738058035,35.16681323742682
1.4333333333333333,28.025322689264442,28.32795734696316,29.23047662090852,30.496895304103987,31.97047829954812,33.59219769060695,35.20493310487956
1.45,28.027012112276623,28.33758858643273,29.25129052249207,30.526090272827332,32.005299101026026,33.63004818613024,35.24352324041712
1.4666666666666666,28.028801838331844,28.347480234824218,29.27246587358667,30.555695291917687,32.0405849971454,33.66834568441317,35.282584731844736
1.4833333333333332,28.030696910807706,28.35763858416226,29.29400645341974,30.585712050911127,32.07633770414884,33.70708914361694,35.32211821709126
1.5,28.03270262171543,28.368070218118305,29.315916232627956,30.61614242418068,32.11255917139198,33.74627764643657,35.36212454467898
1.5166666666666666,28.034824529078605,28.378782031836693,29.338199381273967,30.64698847504195,32.14925158625874,33.78591039529704,35.402604773938094
1.5333333333333332,28.037068295905613,28.38978083918596,29.36085974072114,30.678251870211454,32.18641671150823,33.825986085667864,35.44355950659366
1.55,28.039439855386547,28.401073767374953,29.38390134523621,30.70993446303254,32.22405654673105,33.866503528648366,35.48498955080254
1.5666666666666667,28.041945429435543,28.4126682777827,29.407328430120003,30.742038297609497,32.26217333341435,33.90746164572437,35.52689592126535
1.583333333333333,28.044591341904322,28.42457174253201,29.431144886505365,30.774565015531664,32.300768883847525,33.94885884746384,35.56927916743632
1.6,28.047384208038068,28.43679186852239,29.45535479995118,30.807516447008595,32.33984525100743,33.99069365148097,35.61214004103425
1.6166666666666667,28.05033095409658,28.44933671917272,29.479962458701095,30.84089461502316,32.37940473375352,34.03296467679297,35.65547949608157
1.633333333333333,28.05343860172968,28.462214257672827,29.50497179123164,30.874701134413556,32.41944919703786,34.07567002923406,35.6992980140551
1.6500000000000001,28.05671448436385,28.47543280268451,29.530386922105777,30.908937810813995,32.45998075041382,34.11880791366025,35.74359627471097
1.6666666666666667,28.06016626779882,28.48900105089035,29.556212180369528,30.9436066448161,32.50100175333927,34.16237662794941,35.78837515608825
1.6833333333333331,28.063801702504406,28.502927584148267,29.582451519738186,30.978709223505803,32.54251412642077,34.206373956551545,35.83363505698338
1.6999999999999997,28.06762886976287,28.517221359249618,29.60910909191972,31.01424732709654,32.5845200387522,34.250797775709145,35.87937657086593
1.7166666666666668,28.07165620311889,28.531891731163228,29.63618925516795,31.05022293308957,32.62702191330311,34.295646047148296,35.925600485883535
1.7333333333333332,28.075892205238688,28.54694792121461,29.663695977037435,31.086637600362224,32.67002172891267,34.340916221242026,35.972307105103596
1.7499999999999998,28.080345726768655,28.562399543421805,29.69163342534125,31.1234930833794,32.71352171668002,34.386605833944145,36.019496923229326
1.7666666666666668,28.085025988507937,28.578256628319423,29.720005976873722,31.160791336339685,32.75752436541262,34.43271250022036,36.06717062664535
1.7833333333333332,28.089942259400857,28.59452904922955,29.748817602712563,31.19853388991652,32.80203171408033,34.4792333283375,36.115328411911435
1.7999999999999998,28.0951041711848,28.61122708780158,29.7780724769205,31.236722472927056,32.84704605748885,34.52616550714572,36.163970664930446
1.8166666666666669,28.10052174115674,28.628361458306586,29.807774985450976,31.275359016456775,32.892569951767086,34.573506299295445,36.21309796106709
1.8333333333333333,28.10620500785086,28.645942689058018,29.837929094010008,31.314445023350686,32.93860549698678,34.621252468176976,36.262710382413445
1.8499999999999999,28.112164384635378,28.663981729857028,29.868538974564558,31.353982197224695,32.98515505236384,34.66940085413876,36.3128081989999
1.8666666666666665,28.118410682953368,28.682489976653414,29.899609014446014,31.393972446564987,33.03222124176659,34.71794836753338,36.36339186901756
1.8833333333333333,28.124954702279297,28.701478605176476,29.931143166826473,31.43441724708549,33.07980622620812,34.76689142982934,36.41446135538462
1.9,28.131807625878366,28.72095922291186,29.96314559511029,31.475318278035786,33.12791242883253,34.81622653737389,36.466016808549966
1.9166666666666665,28.13898104441921,28.7409438935793,29.99562068243938,31.516677426518186,33.17654254042321,34.865950254508675,36.51805856683717
1.9333333333333333,28.146486496911564,28.761444418454744,30.028572365524212,31.55849614371658,33.225698781459926,34.91605867114879,36.570586472840546
1.95,28.15433591185115,28.782473029422533,30.06200479923325,31.600776091698037,33.275383636929746,34.966547955981355,36.623600557333134
1.9666666666666666,28.16254163112825,28.80404239051535,30.095922374494705,31.643519160035737,33.32559986001735,35.01741436314961,36.67710103974082
1.9833333333333332,28.171115898817618,28.82616474188177,30.130329062751457,31.686726859942155,33.37634970879492,35.06865376176631,36.73108764487779
2.0,28.180071350894025,28.84885233683258,30.165229193540597,31.730401141569644,33.427635572053475,35.12026239457401,36.78556028744714
