time_s,radius_m,fvm_temperature_K,analytic_temperature_K,temperature_error_K,fvm_moisture_kg_per_kg,analytic_frozen_D_moisture_kg_per_kg,moisture_error_kg_per_kg
100,0,301.15005331105999,301.15005330770055,3.3594460546737537e-09,2.5499999999999998,2.5500000002384189,-2.3841906227062282e-10
100,0.0050000000000000001,301.15034741997226,301.15034740059986,1.9372407678019954e-08,2.5499999999999998,2.5500000000083736,-8.3737461409327807e-12
100,0.01,301.15404570251144,301.15404565490775,4.7603691655240254e-08,2.5499999999999998,2.5500000000054261,-5.4263260551579151e-12
100,0.014999999999999999,301.18270254026078,301.1827026239938,-8.3733027622656664e-08,2.5499999578353205,2.5499999585345821,-6.9926153756227905e-10
100,0.02,301.33007046746997,301.3300714204031,-9.5293313506772392e-07,2.2508288049652974,2.2508118711361416,1.6933829155796332e-05
300,0,301.19079155316047,301.19079133249062,2.2066984683988267e-07,2.5499999999999998,2.5500000001870178,-1.8701795667652732e-10
300,0.0050000000000000001,301.21348825215716,301.21348806986509,1.82292069439427e-07,2.5499999999999998,2.5500000000065759,-6.5760730194597272e-12
300,0.01,301.30139600537854,301.30139597751463,2.7863904961122898e-08,2.5499999990070998,2.5499999990211815,-1.4081624755135635e-11
300,0.014999999999999999,301.51806994328638,301.51807024807687,-3.0479048973575118e-07,2.5491833624700817,2.5491838069306838,-4.4446060210034943e-07
300,0.02,301.99885230824731,301.99885401491747,-1.7066701616386126e-06,2.0609616758227962,2.060954653496609,7.0223261872115472e-06
600,0,301.60332998694099,301.60332973155795,2.5538304271321977e-07,2.5499999999999989,2.5500000002384584,-2.3845947438871917e-10
600,0.0050000000000000001,301.68603084482748,301.68603066099803,1.8382945654593641e-07,2.5499999997863858,2.549999999796114,-9.7282182309754717e-12
600,0.01,301.95394425519578,301.95394428016186,-2.4966084311017767e-08,2.5499883497919993,2.5499883639054342,-1.4113434865237195e-08
600,0.014999999999999999,302.46591590537224,302.46591627692021,-3.7154796928007272e-07,2.5347775488959905,2.5347782600802891,-7.1118429856298349e-07
600,0.02,303.31522796125813,303.31522872145183,-7.601936999890313e-07,1.8951489376263422,1.895145464900674,3.4727256681410523e-06
900,0,302.47429441982734,302.47429425817603,1.6165131455636583e-07,2.5499999999439567,2.5500000001687071,-2.2475044048064774e-10
900,0.0050000000000000001,302.60825071594741,302.60825062293537,9.3012033630657243e-08,2.5499997918452584,2.549999792239757,-3.9449865596452582e-10
900,0.01,303.02545427751232,303.02545437658625,-9.9073929504811531e-08,2.5496736825275135,2.5496737959836677,-1.1345615424929179e-07
900,0.014999999999999999,303.76614211615612,303.76614243479025,-3.1863413596511236e-07,2.502585242602541,2.5025855220355084,-2.7943296743160317e-07
900,0.02,304.88040090174735,304.88040032848448,5.7326286651004921e-07,1.7798584523397847,1.7798563686721773,2.0836676073443527e-06
1200,0,303.69271902784766,303.69271897459151,5.3256144383340143e-08,2.5499999799477169,2.5499999802992317,-3.5151481725392841e-10
1200,0.0050000000000000001,303.85976872245601,303.8597687056324,1.6823605619720183e-08,2.5499927712357322,2.5499927768826249,-5.6468927311925654e-09
1200,0.01,304.37234889288248,304.37234899608382,-1.032013301482948e-07,2.5481054383484802,2.5481057056514711,-2.6730299085286902e-07
1200,0.014999999999999999,305.2625589181344,305.26255917781396,-2.5967955252781394e-07,2.4603344635590179,2.4603343531241193,1.1043489855921962e-07
1200,0.02,306.57763533289602,306.57763583357183,-5.006758101444575e-07,1.6898724220861434,1.6898710812633762,1.340822767259553e-06
1500,0,305.14572004170253,305.14572004941522,-7.7126856012910139e-09,2.549999288927987,2.5499992899996871,-1.071700062027503e-09
1500,0.0050000000000000001,305.33673390879403,305.33673394907441,-4.0280383473145775e-08,2.5499354993312924,2.5499355249453104,-2.5614018017705575e-08
1500,0.01,305.91602090443098,305.91602103586632,-1.3143534260962042e-07,2.5442711925041452,2.5442715884001288,-3.9589598355149747e-07
1500,0.014999999999999999,306.89627746833003,306.89627767079492,-2.0246488929842599e-07,2.4135751659749247,2.4135748082566075,3.5771831718989233e-07
1500,0.02,308.27026248893293,308.27026146987458,1.0190583452640567e-06,1.6155916003747044,1.6155907093973543,8.9097735012089174e-07
1800,0,306.72534472595913,306.72534482780486,-1.0184572829530225e-07,2.5499921292093806,2.5499921347946053,-5.5852247271559463e-09
1800,0.0050000000000000001,306.92200182228817,306.92200191547209,-9.3183928129292326e-08,2.5497117089138279,2.5497117747862865,-6.5872458598903449e-08
1800,0.01,307.51416070778919,307.5141607963489,-8.8559716004965594e-08,2.537631512090174,2.5376319832532355,-4.7116306145511544e-07
1800,0.014999999999999999,308.51212443814723,308.51212459074998,-1.5260275176842697e-07,2.365328506002208,2.3653280107026973,4.9529951073878919e-07
1800,0.02,309.93556017325056,309.93556035702767,-1.8377710375716561e-07,1.5521535416093466,1.5521529532747804,5.8833456617612967e-07
