time_h,centre_T_C,surface_T_C
3.033333333333333,49.86958080717278,49.966901844505344
3.05,49.88080025138328,49.94369237233565
3.066666666666667,49.891690329256335,49.96349970707905
3.0833333333333335,49.90078810021453,49.973065667908486
3.1,49.90824893843234,49.95709028206147
3.1166666666666667,49.91521695438871,49.927198785468306
3.1333333333333333,49.9214125917519,49.95472982062205
3.15,49.92571241438435,49.94319133791305
3.1666666666666665,49.928584005215214,49.977855719834
3.183333333333333,49.93115013546702,49.957361489627715
3.2,49.93404646066324,49.92951446145992
3.216666666666667,49.93733836182457,49.965438152912895
3.2333333333333334,49.939452720525026,49.944739712644946
3.25,49.94085645285884,49.92615995304334
3.2666666666666666,49.942241785497174,49.94773980634682
3.283333333333333,49.942595699467574,49.98305655617537
3.3,49.942493095483485,49.95681743120326
3.316666666666667,49.943667737570195,49.94385303632549
3.3333333333333335,49.945792114789356,49.973615504191514
3.35,49.947264057194616,50.0087663210723
3.3666666666666667,49.94874018505368,49.99685276410429
3.3833333333333333,49.95191411829177,49.961522298295506
3.4,49.956440182813196,49.93106299649804
3.4166666666666665,49.959989045508905,49.928077312409926
3.433333333333333,49.96085553927088,49.91987897868523
3.45,49.95925049861506,49.95106091237989
3.466666666666667,49.95630274137875,49.933472096651656
3.4833333333333334,49.95351436974079,49.94375882944263
3.5,49.95149515140599,49.96869102528552
3.5166666666666666,49.949886286537094,49.97571706966727
3.533333333333333,49.94954454952108,49.95154280670687
3.55,49.95072634201904,49.97903604395174
3.566666666666667,49.95222611981649,49.9959414960166
3.5833333333333335,49.95384712205134,50.00545987608467
3.6,49.956682925292455,49.96919638566112
3.6166666666666667,49.9606583691384,49.9430284399578
3.6333333333333333,49.964139361708305,49.98803958361822
3.65,49.965442332535076,49.982228380404365
3.6666666666666665,49.96598764140367,49.964413855739565
3.683333333333333,49.967267222455064,49.969302753858756
3.7,49.96828916392565,49.986772136887396
3.716666666666667,49.968754264153176,50.0194911539607
3.7333333333333334,49.96962402502828,49.99265032961108
3.75,49.97204396580776,50.01820580144897
3.7666666666666666,49.97539720745573,49.97637170870189
3.783333333333333,49.97880926312456,49.98114155521256
3.8,49.981528707514826,49.9975150904811
3.816666666666667,49.982697151098535,49.966628934468076
3.8333333333333335,49.98349572157639,49.945997116413025
3.85,49.98364473504637,49.95589840685017
3.8666666666666667,49.982020490683226,50.00293471958145
3.8833333333333333,49.97940977170441,50.006641571416765
3.9,49.97817824401437,50.02972849054157
3.9166666666666665,49.97936266871562,50.03986633266311
3.933333333333333,49.982528311869146,50.02050241867488
3.95,49.987327157317,50.03187146479769
3.966666666666667,49.99235562894239,49.986726533169076
3.9833333333333334,49.996737787064774,49.959342962062465
4.0,49.999391449529014,49.99944311355773
