time_h,centre_C,surface_C,max_C,threshold_C
11.97349537037037,0.45732917439550486,0.1649258213509185,0.45732917439550486,0.15
12.212965277777778,0.4468670604134539,0.15846194466760966,0.4468670604134539,0.15
12.452435185185186,0.4369195619760462,0.15240533463551176,0.4369195619760462,0.15
12.691905092592593,0.427457083695744,0.14673709373785393,0.427457083695744,0.15
12.931375000000001,0.4184517017715152,0.14143831169206833,0.4184517017715152,0.15
13.170844907407409,0.40987708317466737,0.13649000422692908,0.40987708317466737,0.15
13.410314814814814,0.40170840793566515,0.13187310904005362,0.40170840793566515,0.15
13.649784722222222,0.39392229435979076,0.12756853757624861,0.39392229435979076,0.15
13.88925462962963,0.386496727022875,0.12355727510128063,0.386496727022875,0.15
14.128724537037037,0.3794109874185528,0.11982051637207769,0.3794109874185528,0.15
14.368194444444445,0.372645587146295,0.11633982104278703,0.372645587146295,0.15
14.607664351851852,0.366182203545537,0.11309727231422541,0.366182203545537,0.15
14.84713425925926,0.36000361769613715,0.11007562411178293,0.36000361769613715,0.15
15.086604166666667,0.35409365471941123,0.10725842561420468,0.35409365471941123,0.15
15.326074074074075,0.3484371263271752,0.10463011632127935,0.3484371263271752,0.15
15.565543981481483,0.34301977557830676,0.10217608913815746,0.34301977557830676,0.15
15.80501388888889,0.3378282238129303,0.09988272250417922,0.3378282238129303,0.15
16.044483796296298,0.33284991974293204,0.09773738507046452,0.33284991974293204,0.15
16.283953703703705,0.32807309068369117,0.0957284178054388,0.32807309068369117,0.15
16.523423611111113,0.3234866959153893,0.09384509884865486,0.3234866959153893,0.15
16.76289351851852,0.3190803821629328,0.09207759620665824,0.3190803821629328,0.15
17.002363425925928,0.3148444411815581,0.09041691275662549,0.3148444411815581,0.15
17.241833333333336,0.31076976943091333,0.08885482721536869,0.31076976943091333,0.15
17.48130324074074,0.3068478298143247,0.08738383389969519,0.3068478298143247,0.15
17.720773148148147,0.303070615452625,0.08599708334293889,0.303070615452625,0.15
17.960243055555555,0.2994306154539497,0.08468832518797642,0.2994306154539497,0.15
18.199712962962963,0.2959207826328262,0.0834518542616172,0.2959207826328262,0.15
18.43918287037037,0.29253450312416474,0.08228246034220124,0.29253450312416474,0.15
18.67865277777778,0.28926556783078666,0.08117538184452187,0.28926556783078666,0.15
18.918122685185185,0.28610814563713083,0.08012626344521377,0.28610814563713083,0.15
19.157592592592597,0.2830567583169299,0.079131117536532,0.2830567583169299,0.15
19.3970625,0.2801062570590105,0.0781862893123797,0.2801062570590105,0.15
19.636532407407405,0.2772518005329221,0.07728842524205139,0.2772518005329221,0.15
19.876002314814816,0.2744888344147803,0.0764344446646071,0.2744888344147803,0.15
20.11547222222222,0.27181307229342805,0.07562151423154485,0.27181307229342805,0.15
20.35494212962963,0.2692204778776196,0.07484702493169515,0.2692204778776196,0.15
20.594412037037035,0.2667072484263142,0.07410857144506464,0.2667072484263142,0.15
20.833881944444446,0.2642697993261732,0.07340393359000072,0.2642697993261732,0.15
21.07335185185185,0.26190474974285133,0.07273105964649457,0.26190474974285133,0.15
21.31282175925926,0.25960890927556207,0.0720880513582745,0.25960890927556207,0.15
21.552291666666665,0.2573792655475455,0.07147315043524763,0.2573792655475455,0.15
21.791761574074076,0.25521297266839577,0.07088472639599784,0.25521297266839577,0.15
22.03123148148148,0.25310734050763806,0.0703212656068987,0.25310734050763806,0.15
22.27070138888889,0.2510598247223995,0.06978136138985523,0.2510598247223995,0.15
22.510171296296296,0.24906801748545887,0.06926370508473638,0.24906801748545887,0.15
22.749641203703707,0.24712963886334458,0.0687670779650922,0.24712963886334458,0.15
22.98911111111111,0.24524252879741396,0.06829034391730705,0.24524252879741396,0.15
23.22858101851852,0.24340463964402367,0.06783244280304883,0.24340463964402367,0.15
23.468050925925926,0.24161402923291514,0.06739238443404477,0.24161402923291514,0.15
23.707520833333334,0.23986885440581615,0.06696924309640946,0.23986885440581615,0.15
23.94699074074074,0.2381673649999819,0.06656215256797979,0.2381673649999819,0.15
24.18646064814815,0.23650789824396073,0.06617030157936464,0.23650789824396073,0.15
24.425930555555556,0.23488887353527263,0.06579292967402074,0.23488887353527263,0.15
24.665400462962964,0.2333087875719462,0.06542932342804354,0.2333087875719462,0.15
24.90487037037037,0.2317662098119519,0.0650788129944357,0.2317662098119519,0.15
25.14434027777778,0.23025977823653285,0.0647407689404612,0.23025977823653285,0.15
25.383810185185187,0.22878819539524617,0.0644145993500357,0.22878819539524617,0.15
25.623280092592594,0.22735022471221608,0.06409974716607299,0.22735022471221608,0.15
25.862750000000002,0.2259446870346615,0.06379568775032897,0.2259446870346615,0.15
26.10221990740741,0.22457045740620454,0.06350192664062246,0.22457045740620454,0.15
26.341689814814817,0.22322646204880273,0.06321799748737084,0.22322646204880273,0.15
26.581159722222225,0.22191167553837984,0.06294346015322419,0.22191167553837984,0.15
26.82062962962963,0.22062511816037036,0.06267789896115541,0.22062511816037036,0.15
27.06009953703704,0.21936585343243936,0.06242092107800213,0.21936585343243936,0.15
27.299569444444444,0.21813298578261056,0.06217215502143793,0.21813298578261056,0.15
27.53903935185185,0.21692565837192493,0.061931249279744756,0.21692565837192493,0.15
27.77850925925926,0.21574305105157243,0.061697871034908536,0.21574305105157243,0.15
28.017979166666667,0.21458437844515293,0.061471704979901697,0.21458437844515293,0.15
28.257449074074074,0.21344888814773574,0.061252452222728446,0.21344888814773574,0.15
28.496918981481482,0.21233585903326305,0.06103982926961526,0.21233585903326305,0.15
28.73638888888889,0.21124459966321316,0.06083356708110468,0.21124459966321316,0.15
28.975858796296297,0.21017444678993094,0.06063341019509841,0.21017444678993094,0.15
29.215328703703705,0.20912476394793963,0.06043911591139958,0.20912476394793963,0.15
29.454798611111112,0.20809494012751,0.06025045353290966,0.20809494012751,0.15
29.69426851851852,0.20708438852508265,0.06006720365901056,0.20708438852508265,0.15
29.933738425925927,0.20609254536549274,0.05988915752706297,0.20609254536549274,0.15
30.173208333333335,0.20511886879132615,0.059716116398306325,0.20511886879132615,0.15
30.412678240740743,0.20416283781507125,0.05954789098476649,0.20416283781507125,0.15
30.65214814814815,0.20322395133004087,0.05938430091406692,0.20322395133004087,0.15
30.891618055555554,0.2023017271763205,0.05922517422930113,0.2023017271763205,0.15
31.131087962962965,0.20139570125826747,0.05907034692136281,0.20139570125826747,0.15
31.37055787037037,0.20050542671032487,0.05891966249134514,0.20050542671032487,0.15
31.61002777777778,0.19963047310814117,0.05877297154081796,0.19963047310814117,0.15
31.849497685185185,0.1987704257221941,0.05863013138796884,0.1987704257221941,0.15
32.088967592592596,0.19792488481130863,0.05849100570775778,0.19792488481130863,0.15
32.3284375,0.19709346495364052,0.05835546419438163,0.19709346495364052,0.15
32.56790740740741,0.19627579441285548,0.05822338224448022,0.19627579441285548,0.15
32.807377314814815,0.19547151453738393,0.05809464065963913,0.19547151453738393,0.15
33.046847222222226,0.19468027919082667,0.05796912536686394,0.19468027919082667,0.15
33.28631712962963,0.19390175421155403,0.0578467271557611,0.19390175421155403,0.15
33.52578703703704,0.1931356168999491,0.05772734143136807,0.1931356168999491,0.15
33.765256944444445,0.19238155553151923,0.05761086798147866,0.19238155553151923,0.15
34.004726851851856,0.19163926889447933,0.057497210757579534,0.19163926889447933,0.15
34.24419675925926,0.19090846585037569,0.057386277668453,0.19090846585037569,0.15
34.48366666666667,0.19018886491642306,0.05727798038563359,0.19018886491642306,0.15
34.723136574074076,0.1894801938683367,0.05717223415992058,0.1894801938683367,0.15
34.96260648148148,0.18878218936250224,0.05706895764828777,0.18878218936250224,0.15
35.20207638888889,0.18809459657640254,0.05696807275045602,0.18809459657640254,0.15
35.441546296296295,0.18741716886629425,0.05686950445457097,0.18741716886629425,0.15
35.681016203703706,0.18674966744117752,0.05677318069136938,0.18674966744117752,0.15
35.92048611111111,0.18609186105217274,0.05667903219634444,0.18609186105217274,0.15
36.15995601851852,0.18544352569646672,0.05658699237937709,0.18544352569646672,0.15
36.399425925925925,0.18480444433504323,0.05649699720137993,0.18480444433504323,0.15
36.63889583333333,0.18417440662346005,0.05640898505755292,0.18417440662346005,0.15
36.87836574074074,0.1835532086549797,0.05632289666684078,0.1835532086549797,0.15
37.11783564814815,0.18294065271540036,0.056238674967160486,0.18294065271540036,0.15
37.35730555555556,0.1823365470489746,0.0561562650161622,0.1823365470489746,0.15
37.59677546296296,0.18174070563484007,0.05607561389710786,0.18174070563484007,0.15
37.83624537037037,0.1811529479734155,0.055996670629585805,0.1811529479734155,0.15
38.07571527777778,0.18057309888225576,0.05591938608480046,0.18057309888225576,0.15
38.31518518518519,0.18000098830087688,0.05584371290516285,0.18000098830087688,0.15
38.55465509259259,0.17943645110410178,0.05576960542792377,0.17943645110410178,0.15
38.794125,0.17887932692349603,0.05569701961262742,0.17887932692349603,0.15
39.03359490740741,0.1783294599764902,0.05562591297216707,0.1783294599764902,0.15
39.27306481481481,0.17778669890280677,0.05555624450723938,0.17778669890280677,0.15
39.51253472222222,0.1772508966078317,0.055487974644007475,0.1772508966078317,0.15
39.75200462962963,0.17672191011258953,0.055421065174794004,0.17672191011258953,0.15
39.99147453703704,0.17619960041000338,0.05535547920163728,0.17619960041000338,0.15
40.23094444444444,0.17568383232713186,0.05529118108255384,0.17568383232713186,0.15
40.47041435185185,0.17517447439310033,0.055228136380359304,0.17517447439310033,0.15
40.70988425925926,0.17467139871245257,0.055166311813910414,0.17467139871245257,0.15
40.94935416666667,0.17417448084366483,0.05510567521163666,0.17417448084366483,0.15
41.18882407407407,0.17368359968258185,0.05504619546724076,0.17368359968258185,0.15
41.42829398148148,0.1731986373505418,0.054987842497452165,0.1731986373505418,0.15
41.66776388888889,0.17271947908697505,0.05493058720172596,0.17271947908697505,0.15
41.9072337962963,0.17224601314626695,0.05487440142378523,0.17224601314626695,0.15
42.1467037037037,0.17177813069869147,0.05481925791491116,0.17177813069869147,0.15
42.38617361111111,0.17131572573522794,0.054765130298890415,0.17131572573522794,0.15
42.62564351851852,0.17085869497608636,0.054711993038535266,0.17085869497608636,0.15
42.86511342592593,0.17040693778277322,0.0546598214036956,0.17040693778277322,0.15
43.10458333333333,0.16996035607353976,0.05460859144068809,0.16996035607353976,0.15
43.34405324074074,0.1695188542420624,0.05455827994307053,0.1695188542420624,0.15
43.58352314814815,0.16908233907921116,0.054508864423694285,0.16908233907921116,0.15
43.82299305555556,0.16865071969777182,0.05446032308797137,0.16865071969777182,0.15
44.06246296296296,0.1682239074599914,0.054412634808296105,0.1682239074599914,0.15
44.30193287037037,0.167801815907826,0.05436577909956474,0.167801815907826,0.15
44.54140277777778,0.1673843606957722,0.05431973609573935,0.1673843606957722,0.15
44.78087268518519,0.16697145952617354,0.054274486527405484,0.16697145952617354,0.15
45.02034259259259,0.16656303208689366,0.054230011700275554,0.16656303208689366,0.15
45.2598125,0.16615899999125863,0.05418629347459264,0.16615899999125863,0.15
45.499282407407414,0.1657592867201711,0.05414331424539203,0.1657592867201711,0.15
45.73875231481482,0.16536381756630533,0.05410105692357949,0.16536381756630533,0.15
45.97822222222222,0.16497251958029702,0.05405950491778848,0.16497251958029702,0.15
46.21769212962963,0.16458532151884445,0.054018642116978884,0.16458532151884445,0.15
46.45716203703704,0.1642021537946441,0.05397845287374377,0.1642021537946441,0.15
46.69663194444445,0.16382294842808204,0.053938921988290874,0.16382294842808204,0.15
46.93610185185185,0.16344763900061401,0.05390003469306763,0.16344763900061401,0.15
47.17557175925926,0.16307616060976196,0.05386177663800095,0.16307616060976196,0.15
47.41504166666667,0.16270844982566493,0.05382413387632332,0.16270844982566493,0.15
47.65451157407407,0.16234444464911985,0.053787092850958576,0.16234444464911985,0.15
47.89398148148148,0.1619840844710542,0.05375064038144293,0.1619840844710542,0.15
48.13345138888889,0.16162731003337333,0.053714763651356245,0.16162731003337333,0.15
48.3729212962963,0.16127406339112885,0.05367945019624204,0.16127406339112885,0.15
48.6123912037037,0.16092428787595567,0.05364468789199383,0.16092428787595567,0.15
48.85186111111111,0.16057792806072907,0.053610464943687444,0.16057792806072907,0.15
49.091331018518524,0.1602349297253936,0.05357676987483987,0.1602349297253936,0.15
49.33080092592593,0.15989523982391937,0.053543591517076515,0.15989523982391937,0.15
49.57027083333333,0.1595588064523424,0.053510919000188346,0.1595588064523424,0.15
49.80974074074074,0.1592255788178484,0.05347874174256297,0.1592255788178484,0.15
50.04921064814815,0.15889550720885895,0.053447049441973024,0.15889550720885895,0.15
50.28868055555556,0.1585685429660831,0.053415832066707386,0.1585685429660831,0.15
50.52815046296296,0.15824463845449888,0.05338507984702984,0.15824463845449888,0.15
50.76762037037037,0.1579237470362285,0.0533547832669519,0.1579237470362285,0.15
51.00709027777778,0.15760582304427623,0.05332493305630697,0.15760582304427623,0.15
51.24656018518519,0.15729082175709444,0.053295520183112434,0.15729082175709444,0.15
51.48603009259259,0.15697869937395023,0.0532665358462083,0.15697869937395023,0.15
51.725500000000004,0.15666941299106013,0.05323797146816134,0.15666941299106013,0.15
51.96496990740741,0.1563629205784695,0.05320981868842272,0.1563629205784695,0.15
52.20443981481482,0.15605918095764434,0.0531820693567299,0.15605918095764434,0.15
52.44390972222222,0.1557581537797546,0.05315471552674242,0.1557581537797546,0.15
52.683379629629634,0.15545979950462155,0.05312774944990195,0.15545979950462155,0.15
52.92284953703704,0.15516407938030574,0.05310116356950802,0.15516407938030574,0.15
53.16231944444445,0.15487095542331444,0.053074950515000364,0.15487095542331444,0.15
53.40178935185185,0.15458039039940524,0.05304910309644013,0.15458039039940524,0.15
53.64125925925926,0.15429234780496526,0.053023614299181517,0.15429234780496526,0.15
53.88072916666667,0.15400679184894608,0.05299847727872698,0.15400679184894608,0.15
54.12019907407408,0.15372368743533554,0.05297368535575823,0.15372368743533554,0.15
54.359668981481484,0.15344300014614642,0.05294923201133652,0.15344300014614642,0.15
54.59913888888889,0.15316469622490617,0.052925110882265584,0.15316469622490617,0.15
54.8386087962963,0.1528887425606285,0.05290131575661088,0.1528887425606285,0.15
55.0780787037037,0.15261510667225275,0.05287784056936913,0.15261510667225275,0.15
55.317548611111114,0.15234375669353287,0.052854679398282506,0.15234375669353287,0.15
55.55701851851852,0.15207466135836234,0.05283182645979184,0.15207466135836234,0.15
55.79648842592593,0.15180778998652028,0.052809276105123676,0.15180778998652028,0.15
56.03595833333333,0.1515431124698235,0.052787022816506136,0.1515431124698235,0.15
56.275428240740744,0.15128059925867307,0.052765061203508566,0.15128059925867307,0.15
56.51489814814815,0.15102022134898044,0.05274338599950072,0.15102022134898044,0.15
56.75436805555556,0.1507619502694612,0.05272199205822654,0.1507619502694612,0.15
56.993837962962964,0.15050575806928573,0.052700874350488904,0.15050575806928573,0.15
57.233307870370375,0.15025161730607223,0.052680027960940456,0.15025161730607223,0.15
57.47230195056044,0.15,0.05265948871609885,0.15,0.15
57.47277777777778,0.14999950103529133,0.05265944808510597,0.14999950103529133,0.15
